44	触れる温もり　知ってるから	古びた部屋に眠ってる　あの日の笑顔も	0
45	かなりヤバめな人混みの中	無理だと思った	0
46	なんて言うんだろうとか	そばにいなくても励ましてくれる	1
47	そんなコト思っても　(黙ったままで)	何かと別れて初めて強くなれるんだ	0
48	私は今　何も怖くない	もう二度と自分をキズつけない	1
49	広がり瞬く星空に　一つの夢が舞い降りた	何が幸せなんてずっと　答えの出せない面影だから	1
50	僕らを巻き込む　僕らを追い込む　今日もまた僕は試されてる	悲しみに満ちた街の素顔など	1
51	ちゃんと分かってるよ!」	くり返す経験が	0
52	なることは昔から	電話出るとき	1
53	試したいことはいっぱい	まだまだまだ	1
54	別れずに輝いてくれたのに	小さな光は	0
55	どんなときにでもここに手をのばしてみてよ	新しい日を導いてくれる	0
56	君の周りも変わってくから	自分は変わらなくとも	1
57	嫌なことは全部汗とともに	子供の頃に歌った歌を道連れに	0
58	きっとそんなことが僕らを随分　大人にした	何年後先もずっと二人のあの頃は	1
59	のぞみはとおく　かぎりなく	何かやらずにはいられない	0
60	遠回りも　今日までにしてさ	完成された“理解者”なんだ	1
61	汗もかいて　ホントの力を試してみたいんだ	15の夏	1
62	いつか夢より　たくさんの空を見て	許されるなら今すぐ逢いたいって	0
63	アナタの元へ	信じれば見えてく何かが	0
64	夜までの距離感を楽しんでる	もう迷ってる暇はないんだから	0
65	きっと自然に惹かれ合っていく	キラキラ光るイルミネーションの中へ	1
66	ちゃんと思えてくるよ	君といるとね　ほら　何かがキラキラと　キラキラと	1
67	「勝手に人のもん使うな」ってそれくらいイイじゃない減るもんじゃないし	なんて喧嘩もなくなるし　お風呂だって待たなくてよくなるし	1
68	顔も体も もらったものが一番イイ	希望の景色を　見せてあげるよ	0
69	楽しもうネ　クリスマス	雨上がり、気まぐれ、蒼い風　強い日差し　いつか追い越して	0
70	今も誰かが誰かをキズ付け	今もどっかで	1
71	微熱帯びてくような想い　出逢った日から感じてる	37℃のこの恋がずっと似合うような私たちでいたいって願う	1
72	欲ばりが孤独を呼んで	うまく笑えないけど	1
73	あなたが笑うなら私も笑う　永遠というこの瞬間に	傷つけ傷ついたその証こそ愛を育てた誇れるしるし	1
74	一人の道　一番の強み	よく笑っていて	0
75	明日なんて　どんなもんだって	弱虫あらわれたら	0
76	お気にの服も着て　さあ出発だね	分かってても人は繰り返そうと…	0
77	何があっても　この手　離れない	この手は　ずっと　ずっと離れない	1
78	まだまだ　頭が	カラダ動かしてる　時間と戦う	1
79	2人歩むスピードは　きっと同じはずじゃないからね	もしも君のとなり　この手が離れたときは	1
80	ただ　それだけ	傷つくことから逃げ出して　いつもただ遠回りばかり	0
81	僕にできること	二度と戻らない時間を責めてもしゃーないの	1
82	今でも変わらず私の中で	光りつづけてる	1
83	でも君はいつも　そんな顔して	あの頃の僕は　きっとどうかしていたんだね	1
84	なることは昔から	傷付いても	0
85	みんな同じように	愛される性格だけど	0
86	あせる時間と距離の中不安にもなるけど	広がり瞬く星空に　一つの夢が舞い降りた	0
87	忙し過ぎたのがいけなかったの？	あなただったら	0
88	よそ見してたら大切な君が泣いていたよ	おもちゃの気持ちじゃないから　僕がいるよ	1
89	私は変われたから	できることは自分の全て信じること	0
90	ひとつひとつ送ろう　君と一緒に　戻らない時間を大切に	いくつの大切なものに出逢い失うんだろう？	0
91	愛　愛　愛　愛	気がつけばそこに　あたり前のように	0
92	誰かが心の手を誰かと繋ぎながら	神様にもわからない　宇宙一の恋	0
93	俺にはちょっと理解できず	たまに突き刺さりすぎて痛いです	1
94	いつだって陽気な人で	他人に誤解されるくらい	1
95	君と逢えていなければ今の僕はいない	くるくる回るこの地球は　重たいものたくさん抱えている	0
96	いつもより	ちょっと　寂しい時とか	1
97	居場所がもう無い　何も言えない	気がついて欲しい　ココにいることを	1
98	心に風集め走り出そう世界をまたいで	飛行機雲が今行く先示すから	1
99	ありがとう　それは痛みを知るからこそ	深く深い言葉に変わっていくものかもしれない	1
100	ドキドキ　また　かけめぐる	人を大事に	0
101	今と同じように少し寒い夜だった　12月	空からほら舞い降りたかけがえのない贈り物この手に	1
102	僕じゃないってことを伝えたい	私をやさしくそっと起こしてくれる	0
103	ほら空を見上げてみて　大人の瞳になったね	混乱は増す時代の中　つじつまをね合わせようと	0
104	愛し、愛されて	願うものならば遠くまであなたと一緒にはばたきたい	0
105	肩を並べて	キラキラキラキラ光る宝石のように輝けたらいいね	0
106	令人難過　忘了怎麼認錯	愛なんて言葉　知らずにいたよ　待っている明日はどんな色?	0
107	何もかもが　どうでも良くなるくらいに	ワガママだけどそばにいたいのよ　他愛もない話をしていたい	0
108	メイクアップしてみても心からは笑えない	いつも身に付けてるこのアクセサリーも	1
109	明日の風も一緒に感じてたいから	どんなときも　そう　そばに居てくれたから…	1
110	100％恋してる	アセる気持ち　限界まで来てる	1
111	どうしただろうとか	最高になっちゃう　この星降る夜も	0
112	雨上がりの様なキスで	ゆらゆら揺れてる　今宵　昇る　月のごとく	0
113	一人の道　一番の強み	悲しみと一緒にこの店へと来るのは何度目だろう	0
114	昨日まで見えるのに　明日はかくれんぼ	太陽を知らない一番星になりたい	1
115	あなた次第で	変えてけるの	1
116	今日も進もう　振り向かない	ふらふら気まぐれ夜風に酔って	0
117	出会いや別れ　驚きや感動	これからも向き合うことを恐れないと誓うよ	0
118	真珠の　(ヒカリも)　花火の　(派手さも)	君には　敵わないのだろう	1
119	どこまで走れば届くのだろう	恐れずに進むしかない	0
120	愛　愛　愛	私は私でやってゆくよ	0
121	何もかも解き放って	私は生まれ変わる	1
122	君を守れるようになれるように	もう二度と君を悲しませない	1
123	銀色　交わした指環　とても、とてもキレイだね	欲深く幸せ願うのは	0
124	集めて新しい	自分のパズル	1
125	罪悪感感じてないアイツだから　何も言えなくて　だけどくやしくて	季節はまた深くなり	0
126	きっといたんでしょう	あなたが落っことしていった優しさのかけらを	1
127	さぁ踊ろう(踊ろう)　手本はいらない	一番大切なモノだけがいつも見つからない	0
128	アナタが笑えば	すぐに笑ってしまう	1
129	それでも	誰なのか　分からない…	0
130	繰り返し不安に	毎日がもう疲れてた	0
131	そうやって拒めないで許して繋いでいたっけ…	「やっぱお前やないとあかんねん」	1
132	あたたかな午後の　街をゆらゆら	君は大切な人	0
133	君はいつだって　君のことばかり	泳ぎ疲れてみたくなる	0
134	青い芒の小径を帰るのか	ありがとう、ありがとうの想い　体中に満ちて行く	0
135	『ホントに私でいいの?』びっくりして聞いたんだ	「俺が、幸せにするから。」	1
136	涙さえこぼれる　居場所を探せず	もどかしさを何度くりかえしてきただろう	1
137	繰り返させるの?	君のすべてを閉じ込めていたいこの胸あふれるほど	0
138	安心できる　いつまでもずっとこのままで	集めて!!	0
139	「あたしの名前をちゃんと呼んで体を触って	必要なのはこれだけ認めて」	1
140	このままじゃいけないと	夢見てたことがひとつずつ	0
141	君を想い鼓動しているからね	希望や欲望や夢はそれぞれにあるけれど	1
142	昨日まで見えるのに　明日はかくれんぼ	未来が迷い道になっても	0
143	色とりどりの光と煙の中で見た	ただ抱きしめて	0
144	君の中　ひたすらにね　私を映してるの	それだけなのに…	0
145	私のせい　君のせい	私に聞こえるものが君には届いているの?	0
146	誰にも約束されない明日がある	また次じゃなく“今”と向き合えれば…	1
147	上手に言いたい嘘がつけないいつも　あなたが好きだから	写真じゃいたくでかいのに	0
148	秒刻み　スケジュール	真昼の悪夢が動き出す	1
149	私だけにしか歩けない道を行くんだ	そしてきっと夢見た階段をのぼる	1
150	叶わない祈り	もう一分だけ最後の	0
151	アナタが今　気付いてあげられる	もっと踊って　(終わらない!)	0
152	世界で1つの自分だから…だから	素敵な人に あこがれるのはいい	1
153	ワガママ聞いて欲しい	私たちはそんなものを	0
154	優しいほどの悲劇と　哀しいほどの喜劇	あの日　裏切りを知った	1
155	僕がねずっとずっと	新たな扉　二人で開けるはず	0
156	悲しくて悲しくて	どれもうまくいかなくて	1
157	真実はたったヒトツだけ	でも裸のまま見えない　勇気一つだけを	0
158	夜明けには君を　明るく照らす	月となり君を　見守ってるから	1
159	自分を傷つけてどうする？	自分を嫌ってどうする？	1
160	どれくらいの時間(とき)と距離をここまで共に来ただろう	朱色の街角　キミが走って笑顔くれた	0
161	我慢しないで	全部外に出そうよ	1
162	おもちゃの気持ちじゃないから　僕がいるよ	キラキラキラキラ光る太陽に負けないように生きるんだ	1
163	笑顔を遠ざけた	広い世界の中で出逢うべき人たちが	0
164	同じ痛み寄り添いあうことができる君だから	同じ喜びをずっと分かちあえるんだ	1
165	ぶち当たるこの壁も	輝く星が願う夢一つ　2人の行く先予感させてる	0
166	私が私であるために	見守ってくれてた	1
167	確信できる　信じさせてくれるから	安心できる　いつまでもずっとこのままで	1
168	何気ない時間が私にはとてもただ愛しくて	隠す感情　出させてくれる	0
169	君は何色に見えるの？	もっと側にいて　ワガママなのかな?	0
170	さよならなんて言わなくていい	だって寂しすぎるから涙は堪えて	1
171	またすぐに来るケド	眠りかけてた頃に 鳴り響く	0
172	君は笑うだろう 別にいいけど	死んで二人が天国で結ばれるなんて　そんなの嘘よ　嘘なのよ…	0
173	求め生きようと　持ち合わせようと	達成しようとしては	1
174	いろんな顔を持たせる	私たちはねそこから学んでいくのさ	1
175	両手をあわせ　ただ祈ってた	この瞬間　この感触を探してた	0
176	アマンドあたりに帰されて	お別れしましょう外苑通り	1
177	繋がりましょう	夢と努力でキレイを作るの	1
178	聴こえる？　私たちの音が歪む	何が起きるか分からない今日も　朝まで行っちゃうでしょ	0
179	令人難過　忘了怎麼認錯	相信四周　我們一起振作	1
180	走るたびに通り過ぎる	道しるべを君との　「ねぇ　証にして」	0
181	打ち上げよう　その花火を	打ち上げよう　その花火を	1
182	果てしない あの空のように	限られた時の中で	0
183	我們用愛來體悟　痛徹心扉的領悟	開啓跨越國界的鑰匙埋藏在イ尓我心中	1
184	好きでいてよかった　二人でいるだけで幸せだから	カラフルな想いこの胸にしまい込む　夢心地でうたた寝	1
185	だったら　ひとつ　つかんだチャンス	水面に浮かぶ月	0
186	ここでレンタルをするだとか	すぐに辞めたバイト先とか	1
187	あなた次第で	仮面をかぶってる	0
188	人生変わるくらいの達成感	叶えましょう	1
189	生まれ持ったものだけが最高じゃない	自分の才能に気付いてないだけじゃない?!	1
190	時に不器用で　時に意地っ張りで　傷つけたりもしたけど	ふざけ合ったり 泣いたりもして 今が生きてるんだ…	0
191	いつも君の味方だよ	いつもそう思うほどのことしてくれたから	1
192	隠す感情　出させてくれる	どんな人間でも	1
193	迷うだけのうつろな愛ままならない想いで	小さな朝の積み重ね消えてしまいそうで…	1
194	沒有顧慮放下武器　不再傷害就沒有哭泣	変だな　なんか	0
195	あなたの優しさに包まれ　ずっとこのまま	私強い子じゃない　一人だと壊れそうだから	1
196	ゆるぎない真実から	君と香る潮風　(浴びて)	0
197	体　いっぱい　響く限り	何のために？(誰のために？)って	0
198	私のコト忘れたりしないカナ?	やさしさで	0
199	理由なんかない、理由なんか…	それでも私を愛してくれた	0
200	いつの日か　愛されたい	ただ　それだけ	1
201	自分のことをもっと愛そう	私は今　何も怖くない	1
202	本当に君に　会えて良かった	そのスピードについていくから	0
203	誰なのか　分からない…	(またおいでね!)	0
204	きっとすべてがうまくいくから	ふとした瞬間の　さり気ない仕草	0
205	優しく　風が吹く	あれから何度も奇跡の夜	0
206	奇跡を生きてるって　今感じあう	広い世界の中で出逢うべき人たちが	1
207	「いつか必ず」って信じて	アナタが笑えば	0
208	大切なものを守りたいんだ　ただそれだけ	一回、一瞬でも　精一杯の花咲かそう	1
209	間違えたっていいじゃない	何度でも立ち上がれる	1
210	あなたのために	こんなに尽くしてるのに	1
211	分かってんのに	なりたいようになればいい	0
212	いつもより	全然恋にならない一人よがり	0
213	流して忘れる夜明けとともに	さあ前に前に後悔する前に	1
214	でも裸のまま見えない　勇気一つだけを	この手に握りしめて　ひたむきに歩きたい今は	1
215	惑う民　惑うあまり　置いてけぼり　ひとはひとり	なあ　見上げずとも　空は広い　なのに狭い	1
216	音楽がなきゃ　生きてないような	そんな気がする	1
217	すきすきすきすき　すき　すき	どんな時も笑顔絶やさず	0
218	いろんな季節を刻んだ校舎の　思い出たちに僕らのにおいをつけた	人は皆いつかさよならきてその最大の	0
219	アセる気持ち　限界まで来てる	ぶっきらぼうに がむしゃらに 私を抱きしめて	0
220	ちゃんと思えてくるよ	君といると明日も　今日よりいい日になりそうだって	1
221	そう　思い出して　あなたのこといつも	かわりに私が強くなるから　心配いらないよ	0
222	君の笑顔が好きさ　君の全てが好きさ	「ここからが勝負。」	0
223	いつだって僕らは	つながってるんだから	1
224	ただ抱きしめて	いつも君の味方だよ	0
225	無理はしない主義でも	君とならしてみてもいいよ	1
226	こんな綺麗な夜空に、巡り会えたのは	また深く、君の事好きになったから	1
227	思い描いてた通りの1日だった、とか	両手をあわせ　ただ祈ってた	0
228	帰らぬ人達熱い胸をよぎる	せめて今日から一人きり旅に出る	1
229	ほら　こっち向いて	消えないうちに愛を　預けておくから	0
230	絶対にね　この手　離さない	だから諦めなかった	0
231	生まれ変わっても君に会えるように	まぐろのさびぬき	0
232	大切だと思っている人にさえ	心の中のすべての想いを	1
233	彼のこと	もういいと	1
234	いつも最後の勇気を君にあげるから	君の弱さや痛みそれらのすべてまでも	1
235	伝えきれないかもしれないと	時々不安になるけど	1
236	ケンカをしてもいつも	あぁイマ、イマ!	0
237	空見れば　星がある	夢見れば　虹がでる	1
238	辛くても　ためらう　耳を今すませて	苦しくて	0
239	色々あったネ… 思い出も そう あり過ぎるから	伝えたいコトも 何から言えばいいのか 分からなくなるの…	1
240	裸足のまま夢の中へ	ここから抜け出して	1
241	そう　みんなが　私の生きるアルバム	鏡をのぞきこむ	0
242	その度強く抱きしめて	数えきれないホド	0
243	そっと太陽が顔に触れた朝	傷負った僕の心を君が舐めて気付いたんだ	0
244	子供の頃に歌った歌を道連れに	泣きたい時もある　くやしい時もある	0
245	耳をふさいでたあの頃の　キズつかないように	人を疑ってばかりだった私を　救ってくれた	1
246	人目を気にせず抱き合えたら	やぶれたタイツと つぶれたハイヒールを	0
247	あなたはどうして　向こうを見てるの?	そんなに私の 話がつまらない?!	1
248	このままずっとこうしているのもイイケド…	もっと(もっと)　もっと(もっと)	0
249	そうなのに…	覚えていてほしい	0
250	でも生きることは強い　自分にしかできない	キミに届くように祈ってる	0
251	子供に戻って 思い切って騒いで	期待してまた裏切られて	0
252	君から私からすべてからも逃げて辿り着いてたのは	どこでもないところだった	1
253	こっちは常に出してる100％!!	ありがとう　それは痛みを知るからこそ	0
254	海の中泳ぎたい	本気で汗かいてびしょ濡れ　目ん玉瞳孔開いて挑むぜ	0
255	恋すれば誰もがかかる魔法に	アンバランスな2人だって	1
256	白い雪がこんなに冷たかったんだって	きっと失くして気がついたよ小さなぬくもり	0
257	夢見ることたくさんあるけど	幸せってきっと誓いあったり	1
258	コバルト色の空には少し早い秋予感	幾千もの星たちは長い旅終えてこの大地(ばしょ)へとほら今帰って行く	0
259	終着駅	いくつ白いためいきを　つかせてゆくのだろう?	0
260	あぁイマ、イマ!	理由は君のためと言ってもいい?	0
261	どれだけのコトが出来るのだろう…	言葉にならないほどの想いを	1
262	降り止まない雨の中で　頼りない自分がいるよ	そんな場所が待っている	0
263	何もできず　ただ強がった	今でも変わらず私の中で	0
264	体中　君が染み込んでゆくのが	気づけばそっと心灯す　何もかもが愛しく	0
265	ココロ中に甘酸っぱく　実ってる	私は1人じゃない	0
266	全然無理みたいだね　大切な人　クラスメイト	君の笑顔が好きさ　君の全てが好きさ	1
267	素顔のまま　私らしく生きていたい　これからも	そう それはきっと私が弱いんじゃなく	0
268	跨過守舊的界線　世界屬於イ尓和我	放下所有的成見熄滅心中對立那把火	1
269	そんな私を何も見ていないフリして	いつだってね君だけは	1
270	甘いスイーツ食べて友達と笑えるだろ？	一緒に眺めていたい	0
271	子供のときはよく泣いていた　やわらかい手いつも握っていたね	今日の日のことずっと忘れない　形にならないこの気持ち	1
272	もしもあなたが　孤独な時も	この歌が支えてるから	1
273	あたしが描いた夢物語	君がいれば	0
274	いつかまたすぐ会える気がするから	何度歩いてあなたを待ったかな	0
275	誰よりもそう強がっていた　あなただけに	だけど今ホントの気持ちはここにしかないから	1
276	キミの痛みも　どんな悩みも	波で遊んだ　(子供のように)	0
277	なんだか懐かしいほどに　やさしくて	そう　それは　遥か遥か遠く	1
278	俺にはちょっと理解できず	意識しちゃいます	0
279	やれたわけじゃない	ちょっと　寂しい時とか	0
280	日が昇る　だからその瞳(め)開くんじゃない	目覚めたいときだからこそ　その瞳で太陽を見つける	1
281	ため息よりも	何度目かの恋が私に教えてくれた答え	0
282	1年前が昨日のように思えてくる毎日が	想いを吐き捨てる　場所をここに見つけて	0
283	仮面をかぶってる	私のせい　君のせい	1
284	遠ざかってく距離　近づきたいのに	居場所がもう無い　何も言えない	1
285	渋谷のネオンが消えて　さよならした	僕は闘うの?	0
286	私たちはねそこから学んでいくのさ	君の心(なか)に	0
287	誰かに抱きしめてもらえるのかい？	帰りに渡されたチョコ	1
288	甘いスイーツ食べて友達と笑えるだろ？	あなたは胸に生きてる　そう信じて歩き出す	0
289	僕らはたった一つの命懸けて歩く	そう　夢は限られた時間でしか見れない	1
290	通り過ぎると温かい	人ゴミにただ　まぎれたい	1
291	僕は行くよ　こんな心渇ききった楽園の中	「諦め」とか「最後(おわり)」に手をのばそうとする君の前に	1
292	近所の喫茶店　ちょっと立ち寄って	涙を流しても	0
293	増えたプロフィール紹介して	立ち尽くす場所　行き止まりじゃなく	0
294	夢を見ているより夢みたいだからねすごく	この心にずっと届けて	1
295	またすぐに来るケド	あの景色はもう見れないまま…	1
296	時々もれる陽　あびるのみ	どの街にもうもれたタカラさがす	0
297	ずっと君といられるなら どんなに幸せだろう	砂浜に書いた文字はもう 波にさらわれ消えたけど	1
298	僕ら　誰もが越えて行きたいものは	変わらないその笑顔が誰よりも愛しくて	0
299	街並みに溶けて行くよ いつも	ねえ　「ずっとそばにいて」あなたへと言った　あの日を今も覚えているかな	0
300	スタートを切ろう　君とリセットして	次にくる運(チャンス)試したい	1
301	貴方の影すら落とさない	人は誰も見えぬ涙　胸の奥に抱えてる	0
302	酔った勢いって調子いい	うずくまるその背には	0
303	ららる　ららる	君と三度目の夏　これから始まる	0
304	迷いながら　探し求めてたのは	いつもそばにあった　背中押してくれてた	1
305	私の居場所を君が知ることは	「進む」	0
306	目の前の笑顔が　あまりに美しくて	泣きながら聞いていた	0
307	あなたの空を見る瞳が綺麗　見とれて時間が止まった	木枯らしが吹いていたけど何故か心地よい春の風を感じた日	1
308	ねぇ　独りじゃ　感じなかった気持ち	ココロ中に甘酸っぱく　実ってる	1
309	描きためた朝焼けのスケッチ	君と続きを描き足したい	1
310	夜の空に彩めき咲く 輝く花火を	同じ顔、同じ場所で	0
311	たとえ届かなくても君を	いつだって見守っていれたのに	1
312	答えはきっとわかっていたよ　気持ち抑えきれなかった	いろんな季節を刻んだ校舎の　思い出たちに僕らのにおいをつけた	1
313	言葉とはね別の気持ちに	ママ　生んでくれて感謝してるよ	0
314	君は何色に見えるの？	人は列をつくって　目を伏せて歩く	1
315	いつもより	ちょっと　悔しい時とか	1
316	アマンドあたりで声かけて	君がいなきゃ	0
317	自由にした両手でこそ人を支えられる	心の中で響いてた　何も聞こえないように	0
318	好きだった 君のあの笑顔ばかり浮かぶの 浮かぶの…	おびえた姿強がりで守るしかなく	1
319	失うわけにいかないのよ　狂わせないでいて…	女の溜息教えても	0
320	希望や欲望や夢はそれぞれにあるけれど	二人の願いはひとつに交わると信じてる	1
321	恋におちていく	君といると明日も　今日よりいい日になりそうだって	0
322	もし願いひとつだけ叶うなら	37℃のこの恋がずっと似合うような私たちでいたいって願う	0
323	君に僕　優しい	ほしけりゃあんだろう	0
324	目印のない道を歩く二人	永遠と未来とが重なる　この瞬間にね	1
325	下北沢のファーストフード　雨の日見た渋谷の映画	出会った頃を思い返した　少し照れていたあなたと私	1
326	向かっても　何も見えないとき	嫌いって何度も突き放して	0
327	胸の痛みを消してくれた	今　私が笑えるのは	1
328	目に見えないと不安になる	だから いつまでも幸せでいてよ	0
329	共に描く人間の愛　進歩て	姿見えなくても会えなくても	1
330	「今」という　その瞬間の連続でしょ	たった一つの選んだ道を	1
331	何だってできる	危なすぎるけど　だけど私には最高よ　あなたが誰より私を	0
332	ほんの一言　かけるダケで	リズムをなくした僕を揺らす	0
333	今夜は私に灯りをともして	どこにも進まない	0
334	何かを捨てる勇気を知って変われたんだ	私が私であるために	0
335	あなたのすべてが私の一部になるみたいに	私によく似合う笑顔　あなたが知っていてくれているから	1
336	近づけば　近づくほど	かけがえのないもの　君がたくさんここにくれた	0
337	どんなに離れてても	だったら　ひとつ　つかんだチャンス	0
338	季節がたつのを	守るようにその手握っていたね　思わず目を反らして思った	0
339	思わぬ事態に　胸がドキドキ	駅前の本屋　二人立ち見して	1
340	そんな場所が待っている	こぼしてった想いやりが	0
341	困った顔して　口開いたけど　こぼれた言葉が胸に突き刺さる	にぎった切符に　不機嫌な視線　帰りたい帰らない側にいさせて	1
342	この時代　この世界　この君がいる	ここに生まれて本当によかった	1
343	式場のあれこれとか	新しい家具どうするか	1
344	ただ後悔だけはしたくないぜー	からメモリーつめるだけメモし夢のシーン	1
345	「生きる」	「愛のために!」	1
346	二人でひとつの温もりを「幸せ」と名付けて	そのつどいつなんどき	0
347	でも周りを見渡せば	どんなに離れてても	0
348	あふれてくる想いを言葉にできなくても	あなたの笑う顔が見たいと思うから	0
349	どんなコトだって	あなた次第で	1
350	また会えるの 分かってるケド…	あのキスで　変わった	0
351	二人しか知らない隠れ家を見つけようね	帰るそばから 会いたくて	0
352	なあ　見上げずとも　空は広い　なのに狭い	その中に　刻む時　その中に　ひとり　ひとり	1
353	静かに光る	風は吹いてた?　空は青かった?	0
354	この世界にあなたがいてよかった	あなただから全部の気持ちが	1
355	いつでも…	大好きな人達に「ありがとう」と「さよなら」	0
356	君や誰かに見せてる強さと　そして君だけが見た弱さの中に	どれだけほんとの私を　君は見抜いてくれる？　認めてくれる？	1
357	風のない海で抱きしめて　君だけを信じてるの	あの頃に聞いて　憧れた物語は	1
358	世界で一番厳しくて	「見つけて ほしかったよずっと」	0
359	忘れかけていた街並み　心の時間に問いかけた	雪がひとつひとつ 舞い落ちるたび　その冷たさに心が痛むよ	0
360	叶わない祈り	寂しい夜に	1
361	自然にはさからえない	キラキラネオンは光る星	0
362	突然降りだした　(天気雨)	やがて虹に変わるころ	1
363	止まらないし止められない誰にも　今しか無いんだから	遊びだって夢へとつながる　そんな感じのバイプレーション	1
364	海の中を泳ごう	君を思い描くたび	1
365	かまいはしない　だから僕らは手をつないで	両手にあふれる伝えたい言葉　痛みも弱さも強がりも全部	0
366	あたたかな午後の　街をゆらゆら	近所の喫茶店　ちょっと立ち寄って	1
367	笑ってお祝いするって決めたのに　なんだろう涙出ちゃうよ	手なずけようとしても無駄だ	0
368	何度も　助けられたから!!	どこか遠くへ行きたいな	0
369	どうにもならぬと　言いながら	吹雪のなかを　吹雪のなかを　消えた人	1
370	矛盾と言い訳	瞬きする瞬間	0
371	「おやすみ」重なる声が　離れる瞬間　君のことをまた	存在するはずもなくて	0
372	君と僕は夢を持つのさ 時の流れ逆らうように	精一杯の勇気出せるよ 涙ふいた君と僕なら	1
373	魅せられて癒されてる時間(とき)が	迷わないで　真っすぐ突き進もう　違う場所でも生きるよ	0
374	昔の君と私だったころ	何を書けばいい?	0
375	君に向かう愛感じて…	でも力を合わせれば	0
376	雨が止み曇った心に	「周りだけが加速してく中で	0
377	もし世界が終わってもあなたの手にある花は	きっと咲きつづける　それだけ忘れないでいて	1
378	僕は歌う　溢れ覆う戸惑い　みな拭い消すように	混乱は増す時代の中　つじつまをね合わせようと	1
379	あの夜に　ねえ　戻して	でも全部君の想いやりだと	0
380	忘れないで　1人じゃないよ	恐れないで　愛することを	1
381	カンペキじゃないケド	痛みなんて	0
382	光る滴として　降り注いだ	今抱きしめられらくて	0
383	二人でいたこの海は　いつまでもつづいているから…	ラランララン…	0
384	人はいつも後になって	せめてもう一度会わせて　他の何にもいらないよ	0
385	森の中で見てきた	空見れば　星がある	0
386	どんな人でも、	いつも期待どおりになるワケじゃない	1
387	森の中で見てきた	小さな光は	1
388	自分で決めたコトなのに	もう投げ出すの？	1
389	あなたがいつか　大きくなった時	鏡を見て　笑えない時は	1
390	どうやって進めばいいのか	ドキドキ　また　かけめぐる	0
391	音楽があれば　自然と瞳を閉じてた	やさしく包んでくれてた	1
392	おなかぽんぽこぽん	たぬき	1
393	あぁ　肌に感じてたい この自由を	照れくさい慣れない「おめでとう」	0
